hr,proper,dist,mag,absmag,spect,ci,rarad,decrad,con
9077,N/A,81.3670,6.280,1.728,G3IV,"rgb(255, 215, 218)",0.0013876607010597569,-0.7730161236388425,Phe
9078,N/A,74.6269,6.430,2.066,F7.5IV-V,"rgb(255, 223, 242)",0.0017378621745154513,0.4698096167386025,Peg
9079,N/A,136.2398,6.180,0.508,G9III-IV,"rgb(255, 207, 194)",0.0022496078515178816,1.0395125049217948,Cas
9080,N/A,187.9699,6.360,-0.010,B9p SiEu,"rgb(200, 194, 0)",0.003172863280404705,0.7898196673326625,And
9081,N/A,181.8182,5.710,-0.588,G8III,"rgb(255, 211, 204)",0.004696959812148889,-0.8518930353430763,Phe
9083,N/A,199.6008,6.220,-0.281,G7II-III,"rgb(255, 209, 199)",0.005763021777708776,0.8723427473068125,Cas
9082,N/A,166.3894,5.530,-0.576,M2III,"rgb(255, 0, 150)",0.005826258371586336,-0.87855289975953,Phe
9084,N/A,66.5779,4.780,0.663,K2III,"rgb(255, 200, 177)",0.0069680833539428125,-1.3450506304308112,Oct
9085,N/A,943.3962,5.580,-4.293,F0III,"rgb(255, 226, 254)",0.007055293220648263,1.0685394491555988,Cas
9086,N/A,374.5318,6.250,-1.617,B9IIIp Mn,"rgb(201, 195, 0)",0.007552068772316919,0.7394461549144825,And
9087,N/A,139.2758,5.130,-0.589,B7III-IV,"rgb(186, 184, 0)",0.007959311760624218,-0.052839908817267495,Psc
9089,N/A,132.4503,4.370,-1.240,M3III,"rgb(255, 0, 147)",0.008553478676206407,-0.104965358843855,Psc
9088,N/A,12.1699,5.800,5.374,G3V,"rgb(255, 218, 225)",0.00946108171981008,0.47267453579784746,Peg
9091,N/A,154.0832,5.040,-0.899,B4V,"rgb(183, 181, 0)",0.01017525278876349,-0.5187190791032438,Scl
9092,N/A,122.8501,6.330,0.883,A6V,"rgb(231, 213, 0)",0.010484117093558568,0.15632606164888252,Psc
9093,N/A,36.9004,5.700,2.865,F0V,"rgb(245, 221, 0)",0.010886699497016102,0.1480992689931425,Psc
9094,N/A,100000.0000,5.870,-14.130,G8III,"rgb(255, 206, 191)",0.0113507568383742,1.1536445903601564,Cas
9095,N/A,61.1621,6.250,2.318,F6/F7V,"rgb(255, 223, 241)",0.01290702523975974,-0.3498666438465,Cet
9096,N/A,203.6660,6.460,-0.085,K1III,"rgb(255, 203, 183)",0.013660980425408925,-0.4214122862025538,Cet
9097,N/A,763.3588,6.240,-3.174,B3Ia,"rgb(247, 222, 0)",0.014960020282685652,1.1107366073692124,Cas
9098,N/A,83.4725,4.550,-0.058,B9IVn,"rgb(200, 194, 0)",0.01631802797359968,-0.30257006382630625,Cet
9099,N/A,265.9574,6.310,-0.814,M4,"rgb(255, 0, 147)",0.016844749430608805,1.1643472412672524,Cep
9100,N/A,100000.0000,5.900,-14.100,A1III,"rgb(241, 219, 0)",0.018446903003014922,1.0871248133041624,Cas
9101,N/A,90.6618,5.780,0.993,K0III,"rgb(255, 206, 190)",0.018892655987765305,-0.2884861027255437,Cet
9102,N/A,124.8439,6.380,0.898,A1V,"rgb(212, 202, 0)",0.018930632577893968,-0.5108373060710875,Scl
9103,N/A,641.0256,4.990,-4.044,K3Ibvar,"rgb(255, 0, 149)",0.019643574686431155,-0.18342578396381876,Cet
9106,N/A,93.8086,7.330,2.469,F2V,"rgb(255, 225, 250)",0.01967372678373862,-1.2722982597838275,Tuc
9105,N/A,386.1004,6.110,-1.824,B9III,"rgb(228, 211, 0)",0.020114128490907237,0.7346532469781663,And
9108,N/A,175.4386,5.590,-0.631,B8III,"rgb(190, 187, 0)",0.020454582635911458,-1.246808961776701,Tuc
9104,N/A,92.6784,5.680,0.845,K1III,"rgb(255, 207, 193)",0.02049985461801391,1.1722756186244814,Cep
9107,N/A,39.1850,6.090,3.124,G2V,"rgb(255, 220, 230)",0.02135579856686206,0.6049275719060863,And
9109,N/A,200.0000,6.250,-0.255,K4IIIb,"rgb(255, 197, 169)",0.021525194748852502,0.4651086770442225,Peg
2,N/A,138.8889,6.320,0.607,G9III:,"rgb(255, 205, 189)",0.0220946140148996,-0.0087796252613975,Psc
9110,N/A,221.7295,5.800,-0.929,B8MNp...,"rgb(196, 191, 0)",0.022263193198905826,1.0701306540234776,Cas
3,N/A,39.4945,4.610,1.627,K1III,"rgb(255, 207, 194)",0.023281305328276467,-0.09961672987464,Psc
4,N/A,114.2857,5.550,0.260,G5III,"rgb(255, 211, 205)",0.0248680747187823,0.2338089558380125,Peg
5,N/A,21.4777,5.980,4.320,G5V,"rgb(255, 218, 225)",0.027320425307301943,1.0199133908246714,Cas
6,N/A,25.7136,5.700,3.649,G1IV...,"rgb(255, 223, 242)",0.02756156509675433,-0.85652366430261,Phe
7,N/A,265.9574,5.570,-1.554,B9III,"rgb(204, 198, 0)",0.028109436485611372,1.1204345074242086,Cas
8,N/A,13.6705,6.070,5.391,K0V,"rgb(255, 216, 219)",0.028852628509606647,0.5065207576037262,And
9,N/A,39.3856,6.190,3.213,F2IV,"rgb(253, 226, 0)",0.02982195158247283,-0.4033026516141675,Cet
10,N/A,176.0563,6.200,-0.028,A2IV/V,"rgb(226, 210, 0)",0.03187167312370778,-0.30346021599123,Cet
11,N/A,183.4862,6.430,0.112,B8IIIsp...,"rgb(183, 181, 0)",0.033751257726455104,-0.044482847493292496,Psc
12,N/A,78.3699,5.930,1.459,A1V,"rgb(226, 210, 0)",0.03395367272591311,-0.39284847743974505,Cet
13,N/A,94.9668,5.670,0.782,K1III,"rgb(255, 204, 187)",0.03516055349382617,-0.5851971343732375,Scl
14,N/A,279.3296,6.180,-1.051,K2III,"rgb(255, 197, 169)",0.0357862385536786,-0.0427206115912275,Psc
16,N/A,98.4252,5.990,1.024,G8III:,"rgb(255, 207, 194)",0.03618160116454473,-0.15400980916409124,Cet
15,Alpheratz,29.7442,2.070,-0.297,B9p,"rgb(201, 195, 0)",0.03659716270801555,0.5077238184659449,And
18,N/A,578.0347,6.110,-2.700,M0/M1IIICNp,"rgb(255, 1, 139)",0.03734251392425997,-0.3067966822499775,Cet
17,N/A,32.4465,6.210,3.654,F8IV,"rgb(255, 223, 243)",0.03788488744027458,0.6392639273188562,And
19,N/A,138.5042,6.240,0.533,K0III,"rgb(255, 209, 199)",0.03869758068142325,0.444412921408955,Peg
22,N/A,87.4126,5.570,0.862,G9III,"rgb(255, 207, 193)",0.03944591941930006,0.31785871928999254,Peg
23,N/A,128.3697,6.320,0.778,G4IV...,"rgb(255, 216, 220)",0.03944260246460291,-0.9425115001307462,Phe
21,Caph,16.7842,2.280,1.155,F2III-IV,"rgb(252, 225, 0)",0.040025852830323276,1.0323584043676326,Cas
20,N/A,105.4852,6.010,0.894,A7IV,"rgb(233, 214, 0)",0.04071640485849065,1.3912812778774724,Cep
24,N/A,77.4593,5.420,0.975,F3V,"rgb(255, 226, 253)",0.04080165350626981,-0.4884814967877525,Scl
25,N/A,44.2087,3.880,0.652,K0III,"rgb(255, 208, 196)",0.04105967874921949,-0.7984432093302175,Phe
26,N/A,93.6330,5.540,0.683,B9V,"rgb(197, 192, 0)",0.043793360182188254,0.19453113557076,Psc
30,N/A,78.0640,5.290,0.828,K1/K2III,"rgb(255, 207, 193)",0.04379732015687193,-1.4350803419682037,Oct
29,N/A,58.3090,5.840,2.011,K1III,"rgb(255, 209, 199)",0.04500547089347276,-0.09160513463892,Psc
27,N/A,377.3585,5.010,-2.874,F2II,"rgb(255, 227, 254)",0.04503274031959869,0.8041128329084449,And
28,N/A,179.5332,6.740,0.469,B7IV,"rgb(195, 190, 0)",0.045790965666060675,0.9977260975187825,Cas
32,N/A,70.4225,6.660,2.421,F3/F5IV+...,"rgb(251, 225, 0)",0.046424329175441405,-1.278006683238375,Tuc
31,N/A,75.0188,5.840,1.464,K0III,"rgb(255, 208, 197)",0.04674809930262709,-0.219560616338145,Cet
33,N/A,18.7477,4.890,3.525,F5V,"rgb(255, 224, 245)",0.0491498571352085,-0.26996713445257625,Cet
34,N/A,243.3090,5.410,-1.521,K2III,"rgb(255, 197, 170)",0.05049962656171839,-0.4851969350217425,Scl
35,N/A,21.2766,5.240,3.600,F3/F5V,"rgb(255, 225, 248)",0.051195352606513186,-0.6131886115888412,Scl
36,N/A,202.0202,6.180,-0.347,K4III,"rgb(255, 194, 162)",0.05229206017926932,0.8404178597562337,And
37,N/A,190.8397,5.290,-1.113,K4III,"rgb(255, 193, 162)",0.0530859466339975,-0.31308200637934874,Cet
38,N/A,555.5556,6.710,-2.014,B2V,"rgb(188, 185, 0)",0.05601377421059853,0.6578784107659276,And
39,Algenib,120.0480,2.830,-2.567,B2IV,"rgb(177, 177, 0)",0.05775241337962613,0.2650037404493388,Peg
47,N/A,298.5075,5.780,-1.595,M0/M1III,"rgb(255, 5, 125)",0.05814527336053162,-1.4834247648711751,Oct
40,N/A,131.4060,6.240,0.647,G0III,"rgb(255, 218, 226)",0.05846300483563028,0.4710215244026525,And
41,N/A,34.9040,5.710,2.996,F0IV,"rgb(247, 222, 0)",0.05896766937385031,0.7162023089019425,And
42,N/A,396.8254,5.940,-2.053,K5III,"rgb(255, 191, 158)",0.059795149612797055,-0.4541756048208375,Scl
43,N/A,265.2520,6.140,-0.978,K4III,"rgb(255, 193, 161)",0.05995043582795748,-0.4587590774543613,Scl
44,N/A,103.1992,6.220,1.152,A1V,"rgb(212, 202, 0)",0.061252472356782724,0.5795547137541388,And
46,N/A,178.5714,5.130,-1.129,M3IIIvar,"rgb(255, 0, 152)",0.06309567711723194,-0.1357959018859825,Cet
45,N/A,112.8668,4.790,-0.473,M2III,"rgb(255, 190, 156)",0.06371622390572443,0.3526734757518487,Peg
48,N/A,137.1742,4.440,-1.246,M1III,"rgb(255, 0, 145)",0.06388027526450013,-0.3304408408359138,Cet
51,N/A,103.8422,5.770,0.688,B9V,"rgb(193, 189, 0)",0.06505093141590118,-0.167020522459115,Cet
49,N/A,140.8451,6.250,0.506,A1p,"rgb(208, 201, 0)",0.06515146049913902,0.38893309836684,Peg
54,N/A,194.5525,6.170,-0.275,K3III,"rgb(255, 198, 170)",0.0653227509184221,-0.60919361063015,Scl
50,N/A,77.7605,6.020,1.566,F0IV,"rgb(245, 221, 0)",0.06536539127831574,0.1539548321669275,Psc
52,N/A,286.5330,6.340,-0.946,K5,"rgb(255, 191, 158)",0.06595504665637793,0.5504022261981775,And
53,N/A,135.1351,6.350,0.696,A1Vn,"rgb(208, 201, 0)",0.06621802316738463,0.47618585498620747,And
58,N/A,189.3939,6.490,0.103,G8/K0III,"rgb(255, 209, 198)",0.0694441780542686,-1.3249076252350789,Hyi
57,N/A,152.2070,5.660,-0.252,K2III,"rgb(255, 197, 170)",0.07045707918649612,-0.5488431140386449,Scl
55,N/A,192.3077,6.350,-0.070,B9Vn,"rgb(200, 195, 0)",0.07082372966706565,1.343044035221655,Cep
56,N/A,106.4963,6.120,0.983,A2V,"rgb(219, 206, 0)",0.0713782436188269,0.7608771450713563,And
59,N/A,125.0000,6.120,0.635,G8II-III,"rgb(255, 211, 204)",0.07228869378227067,0.14381782183262123,Psc
61,N/A,182.8154,6.500,0.190,B6III/IV,"rgb(189, 186, 0)",0.07289247674846853,-0.3527321029044288,Cet
64,N/A,104.8218,6.780,1.678,F3III,"rgb(255, 225, 249)",0.0733204791457382,-1.374973064165735,Hyi
60,N/A,190.1141,5.740,-0.655,G8III,"rgb(255, 211, 205)",0.07396176547281771,1.0739566852226612,Cas
63,N/A,94.6970,4.610,-0.272,A2V,"rgb(218, 205, 0)",0.0745769335159356,0.67512190066058,And
62,N/A,343.6426,5.860,-1.821,B7III,"rgb(194, 190, 0)",0.07483408380584805,0.8368400885878488,Cas
66,N/A,48.4966,6.460,3.031,F3V,"rgb(253, 226, 0)",0.07655467351347965,-0.33250427311401753,Cet
65,N/A,735.2941,6.110,-3.222,O9IIInn,"rgb(182, 181, 0)",0.07730813625518437,0.8976767682776663,Cas
67,N/A,117.3709,6.190,0.842,K0II,"rgb(255, 210, 202)",0.07764517660458226,0.02947384715394625,Psc
69,N/A,153.8462,6.070,0.135,K0III,"rgb(255, 207, 194)",0.07979398970579665,0.19558532775377,Psc
68,N/A,41.3223,4.510,1.429,A2V,"rgb(217, 205, 0)",0.07997000556618429,0.6420232749475537,And
71,N/A,166.6667,5.880,-0.229,A0IV,"rgb(206, 199, 0)",0.08132155024733655,0.5500793775543176,And
72,N/A,23.2450,6.470,4.638,G0V,"rgb(255, 218, 226)",0.08158433963715933,-0.14055138913661125,Cet
70,N/A,202.8398,6.100,-0.436,B8V,"rgb(195, 190, 0)",0.0816060408381032,0.764299595614345,And
73,N/A,112.4859,6.330,1.075,K2III,"rgb(255, 202, 180)",0.08163422681672776,-0.75460306054527,Phe
74,N/A,84.1751,3.560,-1.066,K2III,"rgb(255, 202, 180)",0.08477025140739841,-0.15400648121809002,Cet
75,N/A,175.1313,6.350,0.133,K1III,"rgb(255, 203, 182)",0.08592579174371467,0.7108631899972588,And
77,N/A,8.5866,4.230,4.561,F9V,"rgb(255, 221, 236)",0.08747810173923232,-1.1322786980338138,Tuc
76,N/A,210.9705,6.530,-0.091,A0Vs,"rgb(217, 204, 0)",0.08764223570689762,0.8528629745294649,Cas
78,N/A,159.7444,5.890,-0.127,B7V,"rgb(191, 187, 0)",0.08904094377167894,0.5399283118504388,And
80,N/A,125.0000,5.380,-0.105,K3III,"rgb(255, 198, 170)",0.08987439210461327,0.14294720081927123,Psc
83,N/A,97.5610,5.500,0.554,B9V,"rgb(200, 194, 0)",0.09010556789099984,-1.2151839731495613,Tuc
79,N/A,191.9386,5.790,-0.626,K5III,"rgb(255, 190, 153)",0.09057687811995889,0.5744085645375062,And
81,N/A,310.5590,6.570,-0.891,A0V,"rgb(217, 205, 0)",0.091236481230602,0.1915830666897175,Psc
82,N/A,48.5437,5.160,1.729,F5III,"rgb(255, 225, 250)",0.09215774000421187,0.6626771359995399,And
87,N/A,174.8252,5.960,-0.253,K3III,"rgb(255, 196, 167)",0.093720621653634,-1.3513538551925088,Hyi
84,N/A,101.3171,5.180,0.152,K0III,"rgb(255, 208, 196)",0.09389838114262729,-0.5058220522671575,Scl
85,N/A,270.2703,5.610,-1.549,M5/M6Ib/II,"rgb(255, 190, 155)",0.09499473183957115,-0.35007855171868624,Cet
86,N/A,153.8462,6.250,0.315,K3III,"rgb(255, 201, 179)",0.09784624662394777,0.23531381411374877,Psc
88,N/A,20.8638,6.390,4.793,G3V,"rgb(255, 219, 228)",0.09975886940536036,-0.21309489463864623,Cet
89,N/A,172.7116,6.550,0.363,B9IV,"rgb(197, 192, 0)",0.10127315381160688,-0.5416764643111975,Scl
90,N/A,386.1004,10.710,2.776,S66ev,"rgb(255, 74, 0)",0.10486152526185219,0.673296283258105,And
91,N/A,306.7485,5.580,-1.854,B5IV,"rgb(189, 186, 0)",0.10585801617039957,0.9079187743467413,Cas
94,N/A,151.7451,6.080,0.174,K1III,"rgb(255, 201, 180)",0.10687590004448985,-0.03872998150717625,Psc
93,N/A,215.0538,5.380,-1.283,B9III,"rgb(212, 202, 0)",0.10817380089776366,1.0791555320680688,Cas
96,N/A,158.2278,5.720,-0.276,B9IV,"rgb(198, 193, 0)",0.10954855046688386,0.9258410667263588,Cas
97,N/A,144.0922,5.770,-0.023,G5III,"rgb(255, 213, 209)",0.11084355810424629,0.03385401819077375,Psc
98,N/A,7.4588,2.820,3.457,G2IV,"rgb(255, 220, 232)",0.11202811014799156,-1.3483409638363189,Hyi
100,N/A,23.8095,3.930,2.046,A7V,"rgb(230, 212, 0)",0.11433201758585475,-0.7623568403121038,Phe
99,Ankaa,25.9740,2.400,0.327,K0III...,"rgb(255, 206, 190)",0.11468290295782503,-0.7383786688321162,Phe
101,N/A,138.3126,6.160,0.456,G8III,"rgb(255, 211, 206)",0.1161672157879505,-0.0008645077924237499,Cet
102,N/A,176.0563,5.990,-0.238,K0III,"rgb(255, 207, 195)",0.11887920193001882,-0.44588223634746127,Scl
105,N/A,138.5042,4.860,-0.847,M2/M3III,"rgb(255, 0, 146)",0.12186039221388445,-0.5760837406041137,Scl
103,N/A,162.0746,5.010,-1.039,M3IIIvar,"rgb(255, 190, 155)",0.12238478361975286,0.31229393978610875,Psc
106,N/A,233.6449,6.050,-0.793,K5III,"rgb(255, 190, 155)",0.12309686927738979,0.28702053792316123,Psc
104,N/A,86.6551,5.180,0.491,A2Vs,"rgb(216, 204, 0)",0.12316455262267179,0.7748293556830512,And
107,N/A,36.5497,6.050,3.236,F6Vawvar,"rgb(255, 225, 249)",0.12363121599105122,0.1778463915580375,Psc
108,N/A,32.1958,6.440,3.901,G3V,"rgb(255, 221, 234)",0.12370753263241659,-0.35491358544469,Cet
109,N/A,115.2074,5.420,0.113,M0III,"rgb(255, 191, 158)",0.12409995116173876,-0.6966482105407075,Phe
111,N/A,125.3133,6.260,0.770,K0III,"rgb(255, 205, 189)",0.12530547063565745,-0.8819647741049788,Phe
110,N/A,162.0746,6.280,0.231,G5III,"rgb(255, 211, 204)",0.12629366349830906,0.6440211579175013,And
116,N/A,182.4818,6.590,0.284,K2/K3III,"rgb(255, 197, 170)",0.1300997955661053,-0.5605296214148926,Scl
115,N/A,42.7533,6.150,2.995,F2/F3V,"rgb(253, 226, 0)",0.1303102343096619,-0.25942764347227,Cet
117,N/A,173.9130,5.720,-0.482,M0III,"rgb(255, 191, 159)",0.13107116224650658,-0.06906847053156875,Cet
114,N/A,62.7746,5.200,1.211,A7III,"rgb(241, 218, 0)",0.13143501186734344,0.5192626203559575,And
113,N/A,235.8491,5.940,-0.923,B9IIIn,"rgb(208, 201, 0)",0.13234854776866403,1.0468057998604838,Cas
118,N/A,53.1067,5.170,1.544,A3V,"rgb(225, 209, 0)",0.13254724774873952,-0.4151733423758787,Cet
120,N/A,43.0849,5.670,2.498,F2V,"rgb(251, 225, 0)",0.13279555632044562,-0.8415089333705013,Phe
119,N/A,129.5337,6.180,0.618,F2III,"rgb(245, 221, 0)",0.1329232491311096,-0.7145305664734625,Phe
112,N/A,38.5060,6.180,3.252,K0IV,"rgb(255, 212, 207)",0.13485537117547536,1.344242191407675,Cas
125,N/A,52.9661,4.760,1.140,A0V,"rgb(213, 202, 0)",0.13707657135927262,-0.8517820110592987,Phe
121,N/A,233.1002,6.180,-0.658,B6V,"rgb(190, 187, 0)",0.1370965661227988,1.1609863378299714,Cas
122,N/A,116.1440,5.880,0.555,K1III...,"rgb(255, 204, 186)",0.13712716951558557,0.58611022323134,And
126,N/A,41.4079,4.360,1.275,B9V,"rgb(197, 192, 0)",0.13763439990033258,-1.0988281874404826,Tuc
127,N/A,51.6529,4.530,0.965,A2V,"rgb(227, 211, 0)",0.13769240594428045,-1.09895635546661,Tuc
124,N/A,116.8224,5.590,0.252,K2III,"rgb(255, 203, 184)",0.1382576138351673,0.9222237115854762,Cas
123,N/A,115.7407,4.740,-0.577,B8Vn,"rgb(191, 187, 0)",0.13863307893641563,0.9515934527420725,Cas
132,N/A,80.9717,5.690,1.148,B9.5V,"rgb(206, 199, 0)",0.1413557955571565,0.121395733171035,Psc
128,N/A,220.7506,6.690,-0.030,A1Vn,"rgb(207, 200, 0)",0.14157513933339733,0.7591273601807287,And
133,N/A,296.7359,6.680,-0.682,A2IV,"rgb(220, 207, 0)",0.14214000279543132,0.4813750515683875,And
131,N/A,80.0000,5.380,0.865,K0III,"rgb(255, 206, 191)",0.14220656264396822,0.354202640540425,Psc
136,N/A,45.5581,5.070,1.777,A0V,"rgb(215, 204, 0)",0.14281480158612575,-1.1001072026966663,Tuc
134,N/A,158.4786,6.260,0.260,G8II,"rgb(255, 209, 200)",0.14319607283097238,0.49358331092087127,And
130,N/A,100000.0000,4.170,-15.830,B1Ia,"rgb(225, 209, 0)",0.14398885226057623,1.0983668109154887,Cas
135,N/A,114.1553,5.930,0.643,K0III,"rgb(255, 207, 194)",0.14474338187748914,0.95809822830169,Cas
129,N/A,151.7451,6.410,0.504,A0Vn,"rgb(207, 200, 0)",0.14538769086195158,1.2388668712176387,Cas
139,N/A,130.0390,6.110,0.540,A7IV,"rgb(240, 218, 0)",0.1456817765337711,-1.2438306431724013,Tuc
138,N/A,165.0165,5.550,-0.538,K1III,"rgb(255, 200, 176)",0.14697452602439037,-0.5158892743652788,Scl
137,N/A,189.7533,6.470,0.079,B9III,"rgb(199, 194, 0)",0.15016377232133765,1.1650134071220677,Cas
140,N/A,25.4842,5.570,3.539,F3IV-V,"rgb(255, 224, 247)",0.15037086854868767,-0.9140828600860637,Phe
141,N/A,109.6491,6.390,1.190,K0,"rgb(255, 204, 186)",0.15237920677139097,0.23337035834791625,Psc
142,N/A,21.2540,5.200,3.563,F8V...,"rgb(255, 222, 237)",0.15379832227361276,-0.06270700010105375,Cet
143,N/A,54.4959,5.940,2.258,F5IV,"rgb(255, 225, 250)",0.15510402350280889,-0.00882455256893875,Cet
148,N/A,70.7714,6.040,1.791,K0IV,"rgb(255, 208, 197)",0.15514005562850966,-0.9568221799347725,Phe
147,N/A,34.8189,5.510,2.801,F6V,"rgb(255, 225, 248)",0.15570971873522887,-0.8377738645093801,Phe
145,N/A,37.5657,6.320,3.446,F7V,"rgb(255, 223, 242)",0.156701736193401,0.230506808333095,Psc
150,N/A,115.3403,6.450,1.140,K0III,"rgb(255, 206, 192)",0.15730927050012702,-0.2613287609106487,Cet
151,N/A,48.8759,6.060,2.615,A5m...,"rgb(243, 220, 0)",0.15757856742968285,-0.39867392390727,Cet
144,N/A,164.4737,5.080,-1.000,B7III,"rgb(191, 187, 0)",0.15768329283910817,0.9454178045197887,Cas
149,N/A,217.8649,6.510,-0.181,B8IIIMNp...,"rgb(196, 191, 0)",0.15854123243198076,0.47568535294463504,And
146,N/A,100000.0000,5.780,-14.220,A4III,"rgb(243, 220, 0)",0.15906812238465098,1.0528910683366874,Cas
160,N/A,211.8644,6.430,-0.200,K2/K3III,"rgb(255, 200, 176)",0.1598152485997324,-1.13663599727702,Tuc
152,N/A,189.0359,5.140,-1.243,K5III,"rgb(255, 190, 154)",0.1604575411420683,0.7764723197214275,And
155,N/A,318.4713,5.890,-1.625,B2.5IV,"rgb(183, 181, 0)",0.16052027760328932,0.2658437594674337,Psc
154,N/A,183.4862,4.340,-1.978,B5V,"rgb(187, 184, 0)",0.16092283607483104,0.5885135669805387,And
153,N/A,181.8182,3.690,-2.608,B2IV,"rgb(176, 176, 0)",0.16131768182467154,0.9406785238460538,Cas
156,N/A,112.7396,6.180,0.920,K2III,"rgb(255, 203, 183)",0.1619658692383708,0.4191257469280925,And
162,N/A,146.8429,6.400,0.566,K0II/IIICN,"rgb(255, 208, 197)",0.16276771445327717,-0.9493512327763325,Phe
159,N/A,15.4012,5.570,4.632,K1V+...,"rgb(255, 217, 222)",0.16294223676011085,-0.4322703575235275,Cet
157,N/A,259.7403,5.450,-1.623,G5III,"rgb(255, 212, 207)",0.1629861603007752,0.61783785255633,And
161,N/A,223.2143,6.430,-0.314,K4III,"rgb(255, 198, 171)",0.16366033248251743,0.05472219897130875,Psc
163,N/A,50.2260,4.340,0.835,G5III...,"rgb(255, 212, 208)",0.1682326801531851,0.5115865716222587,And
169,N/A,116.6861,6.870,1.535,A1m...,"rgb(224, 208, 0)",0.16876209899826106,-1.2764922466834199,Tuc
164,N/A,641.0256,5.450,-3.584,K5III,"rgb(255, 0, 144)",0.1708889384000926,0.8614000707659275,Cas
165,N/A,32.3520,3.270,0.720,K3III...,"rgb(255, 200, 176)",0.17159965555771547,0.5386264769195913,And
166,N/A,11.0595,5.880,5.661,K0V,"rgb(255, 213, 210)",0.1717568098586768,0.3708907108264425,Psc
158,N/A,33.2557,6.380,3.771,F6V:,"rgb(255, 222, 239)",0.17363760798253147,1.4397877641890438,Cep
171,N/A,94.1620,6.000,1.131,K1IIICN...,"rgb(255, 204, 185)",0.173946760960902,-0.7818427968691626,Phe
167,N/A,127.0648,5.360,-0.160,F3V...,"rgb(255, 203, 184)",0.174210802307268,0.374172325571675,Psc
170,N/A,40.1606,6.680,3.661,F7V,"rgb(255, 223, 242)",0.1743717851160859,-0.5927391079429962,Scl
176,N/A,24.9563,5.890,3.904,G1V,"rgb(255, 222, 237)",0.17636342994650517,-1.0376785999854974,Tuc
172,N/A,146.4129,6.490,0.662,G8III,"rgb(255, 211, 204)",0.17661142314500422,-0.28827037808359623,Cet
168,Shedir,69.9790,2.240,-1.985,K0II-IIIvar,"rgb(255, 203, 183)",0.17674488133148336,0.9867625763100912,Cas
173,N/A,28.8850,6.140,3.837,G3/G5V,"rgb(255, 217, 222)",0.17691635324651242,-0.4154734647724575,Cet
174,N/A,144.5087,5.900,0.101,K0III,"rgb(255, 205, 189)",0.17761431837989713,-0.075953948258925,Cet
175,N/A,108.8139,5.300,0.117,G8III,"rgb(255, 212, 206)",0.17941889840739841,0.6886836048879862,And
180,N/A,75.3580,4.590,0.204,G8III,"rgb(255, 210, 201)",0.18031862717898137,-0.8043351028819574,Phe
178,N/A,126.7427,6.060,0.545,A7m,"rgb(243, 220, 0)",0.18151688265090704,0.4298572883439913,And
183,N/A,67.0241,5.720,1.589,Ap,"rgb(225, 210, 0)",0.18226724027091395,-0.9861339861138351,Phe
177,N/A,158.4786,5.830,-0.170,G9III-IV,"rgb(255, 207, 193)",0.1835090086964809,1.1544932762987712,Cas
179,N/A,438.5965,4.800,-3.410,B2.5V,"rgb(190, 186, 0)",0.18354256162914762,0.8816098861106475,Cas
187,N/A,41.0341,5.380,2.314,F6V,"rgb(255, 223, 242)",0.1853196904109723,-1.1426326776403812,Tuc
181,N/A,336.7003,6.180,-1.456,B9.5III,"rgb(208, 201, 0)",0.18551588345582914,1.0254404606924676,Cas
186,N/A,70.8215,5.990,1.739,K5III,"rgb(255, 198, 172)",0.18629888562123778,-1.0517844068727324,Tuc
185,N/A,145.1379,6.050,0.241,B9.5V,"rgb(204, 198, 0)",0.18637872062878064,-0.6713144121324813,Scl
191,N/A,75.5287,4.360,-0.031,A0IV,"rgb(214, 203, 0)",0.18916758310662324,-1.00291959247145,Phe
184,N/A,53.6769,4.950,1.301,A5V,"rgb(230, 212, 0)",0.18966466783224836,0.8207331596283237,Cas
188,Diphda,29.5334,2.040,-0.312,K0III,"rgb(255, 208, 195)",0.19019464223046095,-0.31392547040265245,Cet
190,N/A,56.4016,6.010,2.254,K1III,"rgb(255, 205, 188)",0.1912653993661945,-0.20964567839738002,Cet
194,N/A,71.6332,4.770,0.494,K0IIIvar,"rgb(255, 208, 197)",0.19281534874846856,-0.18517158692591623,Cet
195,N/A,103.8422,5.900,0.818,K1III,"rgb(255, 204, 185)",0.19286320688409495,-0.6705849176099462,Scl
189,N/A,191.2046,5.660,-0.747,B5V...,"rgb(188, 185, 0)",0.19389175590899338,0.83538410827702,Cas
199,N/A,87.6424,6.060,1.346,F5III/IV,"rgb(255, 225, 250)",0.19428304417068754,-1.090788731170675,Tuc
193,N/A,215.5172,4.480,-2.187,B5III,"rgb(196, 191, 0)",0.19515053367309548,0.8427211297504825,Cas
197,N/A,26.7451,5.220,3.084,F0V,"rgb(249, 223, 0)",0.195214986231511,-0.38407951451986627,Cet
198,N/A,64.3915,5.940,1.896,A7V,"rgb(243, 220, 0)",0.19613659196819086,-0.744846458101245,Phe
202,N/A,46.5983,6.150,2.808,F7III,"rgb(255, 223, 241)",0.19633869389542066,-0.9375017736733751,Phe
196,N/A,98.8142,5.410,0.436,A2Vs,"rgb(214, 203, 0)",0.19759940835906367,0.9637951714708125,Cas
201,N/A,253.8071,6.150,-0.873,M0III,"rgb(255, 1, 142)",0.1981040060990464,-0.0807940808419375,Cet
203,N/A,30.9981,6.150,3.693,G2V,"rgb(255, 220, 233)",0.19843581491639517,-0.2248125371918075,Cet
