hr,proper,ra,dec,dist,mag,absmag,spect,ci,con
9077,N/A,0.005300,-44.290561,81.3670,6.280,1.728,G3IV,"rgb(255, 182, 218)",Phe
9078,N/A,0.006638,26.918108,74.6269,6.430,2.066,F7.5IV-V,"rgb(255, 189, 242)",Peg
9079,N/A,0.008593,59.559679,136.2398,6.180,0.508,G9III-IV,"rgb(255, 175, 194)",Cas
9080,N/A,0.012119,45.253334,187.9699,6.360,-0.010,B9p SiEu,"rgb(200, 164, 0)",And
9081,N/A,0.017941,-48.809876,181.8182,5.710,-0.588,G8III,"rgb(255, 178, 204)",Phe
9083,N/A,0.022013,49.981558,199.6008,6.220,-0.281,G7II-III,"rgb(255, 177, 199)",Cas
9082,N/A,0.022255,-50.337373,166.3894,5.530,-0.576,M2III,"rgb(255, 0, 150)",Phe
9084,N/A,0.026616,-77.065724,66.5779,4.780,0.663,K2III,"rgb(255, 169, 177)",Oct
9085,N/A,0.026949,61.222801,943.3962,5.580,-4.293,F0III,"rgb(255, 192, 254)",Cas
9086,N/A,0.028847,42.367144,374.5318,6.250,-1.617,B9IIIp Mn,"rgb(201, 165, 0)",And
9087,N/A,0.030402,-3.027504,139.2758,5.130,-0.589,B7III-IV,"rgb(186, 155, 0)",Psc
9089,N/A,0.032672,-6.014072,132.4503,4.370,-1.240,M3III,"rgb(255, 0, 147)",Psc
9088,N/A,0.036139,27.082256,12.1699,5.800,5.374,G3V,"rgb(255, 184, 225)",Peg
9091,N/A,0.038867,-29.720414,154.0832,5.040,-0.899,B4V,"rgb(183, 153, 0)",Scl
9092,N/A,0.040046,8.956824,122.8501,6.330,0.883,A6V,"rgb(231, 180, 0)",Psc
9093,N/A,0.041584,8.485463,36.9004,5.700,2.865,F0V,"rgb(245, 187, 0)",Psc
9094,N/A,0.043357,66.098966,100000.0000,5.870,-14.130,G8III,"rgb(255, 174, 191)",Cas
9095,N/A,0.049301,-20.045882,61.1621,6.250,2.318,F6/F7V,"rgb(255, 188, 241)",Cet
9096,N/A,0.052181,-24.145145,203.6660,6.460,-0.085,K1III,"rgb(255, 171, 183)",Cet
9097,N/A,0.057143,63.640520,763.3588,6.240,-3.174,B3Ia,"rgb(247, 188, 0)",Cas
9098,N/A,0.062330,-17.335988,83.4725,4.550,-0.058,B9IVn,"rgb(200, 164, 0)",Cet
9099,N/A,0.064342,66.712183,265.9574,6.310,-0.814,M4,"rgb(255, 0, 147)",Cep
9100,N/A,0.070462,62.287664,100000.0000,5.900,-14.100,A1III,"rgb(241, 185, 0)",Cas
9101,N/A,0.072165,-16.529036,90.6618,5.780,0.993,K0III,"rgb(255, 174, 190)",Cet
9102,N/A,0.072310,-29.268822,124.8439,6.380,0.898,A1V,"rgb(212, 170, 0)",Scl
9103,N/A,0.075033,-10.509523,641.0256,4.990,-4.044,K3Ibvar,"rgb(255, 0, 149)",Cet
9106,N/A,0.075148,-72.897321,93.8086,7.330,2.469,F2V,"rgb(255, 191, 250)",Tuc
9105,N/A,0.076830,42.092530,386.1004,6.110,-1.824,B9III,"rgb(228, 179, 0)",And
9108,N/A,0.078131,-71.436891,175.4386,5.590,-0.631,B8III,"rgb(190, 158, 0)",Tuc
9104,N/A,0.078304,67.166445,92.6784,5.680,0.845,K1III,"rgb(255, 175, 193)",Cep
9107,N/A,0.081573,34.659797,39.1850,6.090,3.124,G2V,"rgb(255, 186, 230)",And
9109,N/A,0.082220,26.648764,200.0000,6.250,-0.255,K4IIIb,"rgb(255, 166, 169)",Peg
2,N/A,0.084395,-0.503035,138.8889,6.320,0.607,G9III:,"rgb(255, 173, 189)",Psc
9110,N/A,0.085039,61.313970,221.7295,5.800,-0.929,B8MNp...,"rgb(196, 162, 0)",Cas
3,N/A,0.088928,-5.707618,39.4945,4.610,1.627,K1III,"rgb(255, 175, 194)",Psc
4,N/A,0.094989,13.396266,114.2857,5.550,0.260,G5III,"rgb(255, 179, 205)",Peg
5,N/A,0.104356,58.436733,21.4777,5.980,4.320,G5V,"rgb(255, 184, 225)",Cas
6,N/A,0.105277,-49.075191,25.7136,5.700,3.649,G1IV...,"rgb(255, 189, 242)",Phe
7,N/A,0.107370,64.196168,265.9574,5.570,-1.554,B9III,"rgb(204, 167, 0)",Cas
8,N/A,0.110209,29.021502,13.6705,6.070,5.391,K0V,"rgb(255, 183, 219)",And
9,N/A,0.113911,-23.107540,39.3856,6.190,3.213,F2IV,"rgb(253, 191, 0)",Cet
10,N/A,0.121741,-17.386990,176.0563,6.200,-0.028,A2IV/V,"rgb(226, 177, 0)",Cet
11,N/A,0.128920,-2.548679,183.4862,6.430,0.112,B8IIIsp...,"rgb(183, 153, 0)",Psc
12,N/A,0.129693,-22.508560,78.3699,5.930,1.459,A1V,"rgb(226, 178, 0)",Cet
13,N/A,0.134303,-33.529326,94.9668,5.670,0.782,K1III,"rgb(255, 173, 187)",Scl
14,N/A,0.136693,-2.447711,279.3296,6.180,-1.051,K2III,"rgb(255, 166, 169)",Psc
16,N/A,0.138204,-8.824112,98.4252,5.990,1.024,G8III:,"rgb(255, 175, 194)",Cet
15,Alpheratz,0.139791,29.090432,29.7442,2.070,-0.297,B9p,"rgb(201, 165, 0)",And
18,N/A,0.142638,-17.578155,578.0347,6.110,-2.700,M0/M1IIICNp,"rgb(255, 1, 139)",Cet
17,N/A,0.144710,36.627125,32.4465,6.210,3.654,F8IV,"rgb(255, 189, 243)",And
19,N/A,0.147814,25.462985,138.5042,6.240,0.533,K0III,"rgb(255, 177, 199)",Peg
22,N/A,0.150672,18.211963,87.4126,5.570,0.862,G9III,"rgb(255, 175, 193)",Peg
23,N/A,0.150660,-54.001931,128.3697,6.320,0.778,G4IV...,"rgb(255, 183, 220)",Phe
21,Caph,0.152887,59.149780,16.7842,2.280,1.155,F2III-IV,"rgb(252, 191, 0)",Cas
20,N/A,0.155525,79.714545,105.4852,6.010,0.894,A7IV,"rgb(233, 181, 0)",Cep
24,N/A,0.155851,-27.987928,77.4593,5.420,0.975,F3V,"rgb(255, 191, 253)",Scl
25,N/A,0.156836,-45.747426,44.2087,3.880,0.652,K0III,"rgb(255, 176, 196)",Phe
26,N/A,0.167278,11.145813,93.6330,5.540,0.683,B9V,"rgb(197, 162, 0)",Psc
30,N/A,0.167293,-82.224047,78.0640,5.290,0.828,K1/K2III,"rgb(255, 175, 193)",Oct
29,N/A,0.171908,-5.248588,58.3090,5.840,2.011,K1III,"rgb(255, 177, 199)",Psc
27,N/A,0.172012,46.072272,377.3585,5.010,-2.874,F2II,"rgb(255, 192, 254)",And
28,N/A,0.174909,57.165494,179.5332,6.740,0.469,B7IV,"rgb(195, 161, 0)",Cas
32,N/A,0.177328,-73.224389,70.4225,6.660,2.421,F3/F5IV+...,"rgb(251, 190, 0)",Tuc
31,N/A,0.178565,-12.579897,75.0188,5.840,1.464,K0III,"rgb(255, 176, 197)",Cet
33,N/A,0.187739,-15.467977,18.7477,4.890,3.525,F5V,"rgb(255, 189, 245)",Cet
34,N/A,0.192894,-27.799737,243.3090,5.410,-1.521,K2III,"rgb(255, 167, 170)",Scl
35,N/A,0.195552,-35.133119,21.2766,5.240,3.600,F3/F5V,"rgb(255, 190, 248)",Scl
36,N/A,0.199741,48.152396,202.0202,6.180,-0.347,K4III,"rgb(255, 164, 162)",And
37,N/A,0.202773,-17.938278,190.8397,5.290,-1.113,K4III,"rgb(255, 164, 162)",Cet
38,N/A,0.213957,37.693656,555.5556,6.710,-2.014,B2V,"rgb(188, 156, 0)",And
39,Algenib,0.220598,15.183596,120.0480,2.830,-2.567,B2IV,"rgb(177, 149, 0)",Peg
47,N/A,0.222099,-84.993978,298.5075,5.780,-1.595,M0/M1III,"rgb(255, 4, 125)",Oct
40,N/A,0.223312,26.987545,131.4060,6.240,0.647,G0III,"rgb(255, 184, 226)",And
41,N/A,0.225240,41.035370,34.9040,5.710,2.996,F0IV,"rgb(247, 188, 0)",And
42,N/A,0.228401,-26.022345,396.8254,5.940,-2.053,K5III,"rgb(255, 162, 158)",Scl
43,N/A,0.228994,-26.284959,265.2520,6.140,-0.978,K4III,"rgb(255, 163, 161)",Scl
44,N/A,0.233967,33.206039,103.1992,6.220,1.152,A1V,"rgb(212, 171, 0)",And
46,N/A,0.241008,-7.780532,178.5714,5.130,-1.129,M3IIIvar,"rgb(255, 0, 152)",Cet
45,N/A,0.243378,20.206702,112.8668,4.790,-0.473,M2III,"rgb(255, 161, 156)",Peg
48,N/A,0.244005,-18.932866,137.1742,4.440,-1.246,M1III,"rgb(255, 0, 145)",Cet
51,N/A,0.248476,-9.569571,103.8422,5.770,0.688,B9V,"rgb(193, 160, 0)",Cet
49,N/A,0.248860,22.284225,140.8451,6.250,0.506,A1p,"rgb(208, 170, 0)",Peg
54,N/A,0.249515,-34.904223,194.5525,6.170,-0.275,K3III,"rgb(255, 167, 170)",Scl
50,N/A,0.249677,8.820962,77.7605,6.020,1.566,F0IV,"rgb(245, 187, 0)",Psc
52,N/A,0.251930,31.535725,286.5330,6.340,-0.946,K5,"rgb(255, 162, 158)",And
53,N/A,0.252934,27.283440,135.1351,6.350,0.696,A1Vn,"rgb(208, 170, 0)",And
58,N/A,0.265257,-75.911615,189.3939,6.490,0.103,G8/K0III,"rgb(255, 176, 198)",Hyi
57,N/A,0.269126,-31.446394,152.2070,5.660,-0.252,K2III,"rgb(255, 167, 170)",Scl
55,N/A,0.270527,76.950755,192.3077,6.350,-0.070,B9Vn,"rgb(200, 165, 0)",Cep
56,N/A,0.272645,43.595049,106.4963,6.120,0.983,A2V,"rgb(219, 174, 0)",And
59,N/A,0.276122,8.240154,125.0000,6.120,0.635,G8II-III,"rgb(255, 178, 204)",Psc
61,N/A,0.278429,-20.210061,182.8154,6.500,0.190,B6III/IV,"rgb(189, 157, 0)",Cet
64,N/A,0.280064,-78.780154,104.8218,6.780,1.678,F3III,"rgb(255, 190, 249)",Hyi
60,N/A,0.282513,61.533185,190.1141,5.740,-0.655,G8III,"rgb(255, 179, 205)",Cas
63,N/A,0.284863,38.681636,94.6970,4.610,-0.272,A2V,"rgb(218, 173, 0)",And
62,N/A,0.285845,47.947405,343.6426,5.860,-1.821,B7III,"rgb(194, 160, 0)",Cas
66,N/A,0.292417,-19.051092,48.4966,6.460,3.031,F3V,"rgb(253, 191, 0)",Cet
65,N/A,0.295295,51.433090,735.2941,6.110,-3.222,O9IIInn,"rgb(182, 153, 0)",Cas
67,N/A,0.296583,1.688727,117.3709,6.190,0.842,K0II,"rgb(255, 178, 202)",Psc
69,N/A,0.304791,11.206214,153.8462,6.070,0.135,K0III,"rgb(255, 175, 194)",Psc
68,N/A,0.305463,36.785224,41.3223,4.510,1.429,A2V,"rgb(217, 173, 0)",And
71,N/A,0.310625,31.517227,166.6667,5.880,-0.229,A0IV,"rgb(206, 168, 0)",And
72,N/A,0.311629,-8.053001,23.2450,6.470,4.638,G0V,"rgb(255, 185, 226)",Cet
70,N/A,0.311712,43.791141,202.8398,6.100,-0.436,B8V,"rgb(195, 161, 0)",And
73,N/A,0.311820,-43.235571,112.4859,6.330,1.075,K2III,"rgb(255, 171, 180)",Phe
74,N/A,0.323799,-8.823921,84.1751,3.560,-1.066,K2III,"rgb(255, 170, 180)",Cet
75,N/A,0.328212,40.729461,175.1313,6.350,0.133,K1III,"rgb(255, 171, 182)",And
77,N/A,0.334142,-64.874791,8.5866,4.230,4.561,F9V,"rgb(255, 187, 236)",Tuc
76,N/A,0.334769,48.865449,210.9705,6.530,-0.091,A0Vs,"rgb(217, 173, 0)",Cas
78,N/A,0.340111,30.935614,159.7444,5.890,-0.127,B7V,"rgb(191, 158, 0)",And
80,N/A,0.343295,8.190271,125.0000,5.380,-0.105,K3III,"rgb(255, 167, 170)",Psc
83,N/A,0.344178,-69.624913,97.5610,5.500,0.554,B9V,"rgb(200, 164, 0)",Tuc
79,N/A,0.345978,32.911186,191.9386,5.790,-0.626,K5III,"rgb(255, 160, 153)",And
81,N/A,0.348498,10.976901,310.5590,6.570,-0.891,A0V,"rgb(217, 173, 0)",Psc
82,N/A,0.352017,37.968603,48.5437,5.160,1.729,F5III,"rgb(255, 191, 250)",And
87,N/A,0.357986,-77.426873,174.8252,5.960,-0.253,K3III,"rgb(255, 166, 167)",Hyi
84,N/A,0.358665,-28.981469,101.3171,5.180,0.152,K0III,"rgb(255, 176, 196)",Scl
85,N/A,0.362853,-20.058024,270.2703,5.610,-1.549,M5/M6Ib/II,"rgb(255, 161, 155)",Cet
86,N/A,0.373745,13.482488,153.8462,6.250,0.315,K3III,"rgb(255, 170, 179)",Psc
88,N/A,0.381051,-12.209438,20.8638,6.390,4.793,G3V,"rgb(255, 185, 228)",Cet
89,N/A,0.386835,-31.035775,172.7116,6.550,0.363,B9IV,"rgb(197, 163, 0)",Scl
90,N/A,0.400542,38.577035,386.1004,10.710,2.776,S66ev,"rgb(255, 62, 0)",And
91,N/A,0.404348,52.019914,306.7485,5.580,-1.854,B5IV,"rgb(189, 157, 0)",Cas
94,N/A,0.408236,-2.219064,151.7451,6.080,0.174,K1III,"rgb(255, 170, 180)",Psc
93,N/A,0.413193,61.831057,215.0538,5.380,-1.283,B9III,"rgb(212, 171, 0)",Cas
96,N/A,0.418445,53.046786,158.2278,5.720,-0.276,B9IV,"rgb(198, 163, 0)",Cas
97,N/A,0.423391,1.939692,144.0922,5.770,-0.023,G5III,"rgb(255, 180, 209)",Psc
98,N/A,0.427916,-77.254247,7.4588,2.820,3.457,G2IV,"rgb(255, 186, 232)",Hyi
100,N/A,0.436716,-43.679829,23.8095,3.930,2.046,A7V,"rgb(230, 180, 0)",Phe
99,Ankaa,0.438056,-42.305981,25.9740,2.400,0.327,K0III...,"rgb(255, 174, 190)",Phe
101,N/A,0.443726,-0.049533,138.3126,6.160,0.456,G8III,"rgb(255, 179, 206)",Cet
102,N/A,0.454085,-25.547170,176.0563,5.990,-0.238,K0III,"rgb(255, 175, 195)",Scl
105,N/A,0.465472,-33.007167,138.5042,4.860,-0.847,M2/M3III,"rgb(255, 0, 146)",Scl
103,N/A,0.467475,17.893125,162.0746,5.010,-1.039,M3IIIvar,"rgb(255, 161, 155)",Psc
106,N/A,0.470195,16.445065,233.6449,6.050,-0.793,K5III,"rgb(255, 161, 155)",Psc
104,N/A,0.470454,44.394452,86.6551,5.180,0.491,A2Vs,"rgb(216, 172, 0)",And
107,N/A,0.472236,10.189848,36.5497,6.050,3.236,F6Vawvar,"rgb(255, 191, 249)",Psc
108,N/A,0.472528,-20.335051,32.1958,6.440,3.901,G3V,"rgb(255, 187, 234)",Cet
109,N/A,0.474027,-39.915002,115.2074,5.420,0.113,M0III,"rgb(255, 161, 158)",Phe
111,N/A,0.478632,-50.532859,125.3133,6.260,0.770,K0III,"rgb(255, 174, 189)",Phe
110,N/A,0.482406,36.899694,162.0746,6.280,0.231,G5III,"rgb(255, 178, 204)",And
116,N/A,0.496945,-32.115982,182.4818,6.590,0.284,K2/K3III,"rgb(255, 167, 170)",Scl
115,N/A,0.497748,-14.864109,42.7533,6.150,2.995,F2/F3V,"rgb(253, 191, 0)",Cet
117,N/A,0.500655,-3.957332,173.9130,5.720,-0.482,M0III,"rgb(255, 162, 159)",Cet
114,N/A,0.502045,29.751557,62.7746,5.200,1.211,A7III,"rgb(241, 185, 0)",And
113,N/A,0.505534,59.977554,235.8491,5.940,-0.923,B9IIIn,"rgb(208, 170, 0)",Cas
118,N/A,0.506293,-23.787680,53.1067,5.170,1.544,A3V,"rgb(225, 177, 0)",Cet
120,N/A,0.507242,-48.214910,43.0849,5.670,2.498,F2V,"rgb(251, 190, 0)",Phe
119,N/A,0.507729,-40.939586,129.5337,6.180,0.618,F2III,"rgb(245, 187, 0)",Phe
112,N/A,0.515110,77.019404,38.5060,6.180,3.252,K0IV,"rgb(255, 179, 207)",Cas
125,N/A,0.523594,-48.803514,52.9661,4.760,1.140,A0V,"rgb(213, 171, 0)",Phe
121,N/A,0.523670,66.519617,233.1002,6.180,-0.658,B6V,"rgb(190, 158, 0)",Cas
122,N/A,0.523787,33.581642,116.1440,5.880,0.555,K1III...,"rgb(255, 173, 186)",And
126,N/A,0.525725,-62.958218,41.4079,4.360,1.275,B9V,"rgb(197, 162, 0)",Tuc
127,N/A,0.525946,-62.965561,51.6529,4.530,0.965,A2V,"rgb(227, 178, 0)",Tuc
124,N/A,0.528105,52.839526,116.8224,5.590,0.252,K2III,"rgb(255, 172, 184)",Cas
123,N/A,0.529539,54.522289,115.7407,4.740,-0.577,B8Vn,"rgb(191, 158, 0)",Cas
132,N/A,0.539939,6.955463,80.9717,5.690,1.148,B9.5V,"rgb(206, 168, 0)",Psc
128,N/A,0.540777,43.494794,220.7506,6.690,-0.030,A1Vn,"rgb(207, 169, 0)",And
133,N/A,0.542935,27.580759,296.7359,6.680,-0.682,A2IV,"rgb(220, 175, 0)",And
131,N/A,0.543189,20.294316,80.0000,5.380,0.865,K0III,"rgb(255, 174, 191)",Psc
136,N/A,0.545512,-63.031500,45.5581,5.070,1.777,A0V,"rgb(215, 172, 0)",Tuc
134,N/A,0.546969,28.280241,158.4786,6.260,0.260,G8II,"rgb(255, 177, 200)",And
130,N/A,0.549997,62.931783,100000.0000,4.170,-15.830,B1Ia,"rgb(225, 177, 0)",Cas
135,N/A,0.552879,54.894985,114.1553,5.930,0.643,K0III,"rgb(255, 175, 194)",Cas
129,N/A,0.555340,70.981843,151.7451,6.410,0.504,A0Vn,"rgb(207, 169, 0)",Cas
139,N/A,0.556463,-71.266246,130.0390,6.110,0.540,A7IV,"rgb(240, 184, 0)",Tuc
138,N/A,0.561401,-29.558278,165.0165,5.550,-0.538,K1III,"rgb(255, 169, 176)",Scl
137,N/A,0.573583,66.750351,189.7533,6.470,0.079,B9III,"rgb(199, 164, 0)",Cas
140,N/A,0.574374,-52.373090,25.4842,5.570,3.539,F3IV-V,"rgb(255, 190, 247)",Phe
141,N/A,0.582046,13.371137,109.6491,6.390,1.190,K0,"rgb(255, 172, 186)",Psc
142,N/A,0.587466,-3.592846,21.2540,5.200,3.563,F8V...,"rgb(255, 187, 237)",Cet
143,N/A,0.592454,-0.505610,54.4959,5.940,2.258,F5IV,"rgb(255, 191, 250)",Cet
148,N/A,0.592591,-54.821873,70.7714,6.040,1.791,K0IV,"rgb(255, 176, 197)",Phe
147,N/A,0.594767,-48.000907,34.8189,5.510,2.801,F6V,"rgb(255, 190, 248)",Phe
145,N/A,0.598557,13.207067,37.5657,6.320,3.446,F7V,"rgb(255, 189, 242)",Psc
150,N/A,0.600877,-14.973035,115.3403,6.450,1.140,K0III,"rgb(255, 174, 192)",Cet
151,N/A,0.601906,-22.842333,48.8759,6.060,2.615,A5m...,"rgb(243, 186, 0)",Cet
144,N/A,0.602306,54.168450,164.4737,5.080,-1.000,B7III,"rgb(191, 158, 0)",Cas
149,N/A,0.605583,27.254763,217.8649,6.510,-0.181,B8IIIMNp...,"rgb(196, 161, 0)",And
146,N/A,0.607595,60.326215,100000.0000,5.780,-14.220,A4III,"rgb(243, 186, 0)",Cas
160,N/A,0.610449,-65.124445,211.8644,6.430,-0.200,K2/K3III,"rgb(255, 169, 176)",Tuc
152,N/A,0.612903,44.488587,189.0359,5.140,-1.243,K5III,"rgb(255, 161, 154)",And
155,N/A,0.613142,15.231725,318.4713,5.890,-1.625,B2.5IV,"rgb(183, 153, 0)",Psc
154,N/A,0.614680,33.719344,183.4862,4.340,-1.978,B5V,"rgb(187, 156, 0)",And
153,N/A,0.616188,53.896909,181.8182,3.690,-2.608,B2IV,"rgb(176, 149, 0)",Cas
156,N/A,0.618664,24.014136,112.7396,6.180,0.920,K2III,"rgb(255, 172, 183)",And
162,N/A,0.621727,-54.393819,146.8429,6.400,0.566,K0II/IIICN,"rgb(255, 176, 197)",Phe
159,N/A,0.622393,-24.767267,15.4012,5.570,4.632,K1V+...,"rgb(255, 183, 222)",Cet
157,N/A,0.622561,35.399501,259.7403,5.450,-1.623,G5III,"rgb(255, 179, 207)",And
161,N/A,0.625136,3.135351,223.2143,6.430,-0.314,K4III,"rgb(255, 167, 171)",Psc
163,N/A,0.642602,29.311751,50.2260,4.340,0.835,G5III...,"rgb(255, 179, 208)",And
169,N/A,0.644624,-73.137618,116.6861,6.870,1.535,A1m...,"rgb(224, 176, 0)",Tuc
164,N/A,0.652748,49.354589,641.0256,5.450,-3.584,K5III,"rgb(255, 0, 144)",Cas
165,N/A,0.655462,30.861024,32.3520,3.270,0.720,K3III...,"rgb(255, 169, 176)",And
166,N/A,0.656063,21.250472,11.0595,5.880,5.661,K0V,"rgb(255, 180, 210)",Psc
158,N/A,0.663247,82.493762,33.2557,6.380,3.771,F6V:,"rgb(255, 188, 239)",Cep
171,N/A,0.664428,-44.796293,94.1620,6.000,1.131,K1IIICN...,"rgb(255, 172, 185)",Phe
167,N/A,0.665436,21.438495,127.0648,5.360,-0.160,F3V...,"rgb(255, 172, 184)",Psc
170,N/A,0.666051,-33.961449,40.1606,6.680,3.661,F7V,"rgb(255, 189, 242)",Scl
176,N/A,0.673659,-59.454604,24.9563,5.890,3.904,G1V,"rgb(255, 187, 237)",Tuc
172,N/A,0.674606,-16.516676,146.4129,6.490,0.662,G8III,"rgb(255, 178, 204)",Cet
168,Shedir,0.675116,56.537331,69.9790,2.240,-1.985,K0II-IIIvar,"rgb(255, 172, 183)",Cas
173,N/A,0.675771,-23.804876,28.8850,6.140,3.837,G3/G5V,"rgb(255, 183, 222)",Cet
174,N/A,0.678437,-4.351841,144.5087,5.900,0.101,K0III,"rgb(255, 174, 189)",Cet
175,N/A,0.685330,39.458664,108.8139,5.300,0.117,G8III,"rgb(255, 179, 206)",And
180,N/A,0.688766,-46.085007,75.3580,4.590,0.204,G8III,"rgb(255, 177, 201)",Phe
178,N/A,0.693343,24.629008,126.7427,6.060,0.545,A7m,"rgb(243, 186, 0)",And
183,N/A,0.696210,-56.501315,67.0241,5.720,1.589,Ap,"rgb(225, 177, 0)",Phe
177,N/A,0.700953,66.147592,158.4786,5.830,-0.170,G9III-IV,"rgb(255, 175, 193)",Cas
179,N/A,0.701081,50.512526,438.5965,4.800,-3.410,B2.5V,"rgb(190, 158, 0)",Cas
187,N/A,0.707869,-65.468030,41.0341,5.380,2.314,F6V,"rgb(255, 189, 242)",Tuc
181,N/A,0.708618,58.753411,336.7003,6.180,-1.456,B9.5III,"rgb(208, 170, 0)",Cas
186,N/A,0.711609,-60.262807,70.8215,5.990,1.739,K5III,"rgb(255, 168, 172)",Tuc
185,N/A,0.711914,-38.463483,145.1379,6.050,0.241,B9.5V,"rgb(204, 167, 0)",Scl
191,N/A,0.722567,-57.463060,75.5287,4.360,-0.031,A0IV,"rgb(214, 171, 0)",Phe
184,N/A,0.724466,47.024546,53.6769,4.950,1.301,A5V,"rgb(230, 179, 0)",Cas
188,Diphda,0.726490,-17.986605,29.5334,2.040,-0.312,K0III,"rgb(255, 176, 195)",Cet
190,N/A,0.730580,-12.011813,56.4016,6.010,2.254,K1III,"rgb(255, 173, 188)",Cet
194,N/A,0.736500,-10.609550,71.6332,4.770,0.494,K0IIIvar,"rgb(255, 176, 197)",Cet
195,N/A,0.736683,-38.421686,103.8422,5.900,0.818,K1III,"rgb(255, 172, 185)",Scl
189,N/A,0.740612,47.863984,191.2046,5.660,-0.747,B5V...,"rgb(188, 157, 0)",Cas
199,N/A,0.742107,-62.497591,87.6424,6.060,1.346,F5III/IV,"rgb(255, 191, 250)",Tuc
193,N/A,0.745420,48.284364,215.5172,4.480,-2.187,B5III,"rgb(196, 162, 0)",Cas
197,N/A,0.745666,-22.006135,26.7451,5.220,3.084,F0V,"rgb(249, 189, 0)",Cet
198,N/A,0.749187,-42.676558,64.3915,5.940,1.896,A7V,"rgb(243, 186, 0)",Phe
202,N/A,0.749959,-53.714895,46.5983,6.150,2.808,F7III,"rgb(255, 188, 241)",Phe
196,N/A,0.754774,55.221396,98.8142,5.410,0.436,A2Vs,"rgb(214, 171, 0)",Cas
201,N/A,0.756702,-4.629160,253.8071,6.150,-0.873,M0III,"rgb(255, 1, 142)",Cet
203,N/A,0.757969,-12.880810,30.9981,6.150,3.693,G2V,"rgb(255, 186, 233)",Cet
192,N/A,0.760862,74.988073,93.0233,5.640,0.797,A2IV,"rgb(220, 174, 0)",Cas
206,N/A,0.761585,-16.424220,89.0472,6.470,1.722,F0IV,"rgb(245, 187, 0)",Cet
209,N/A,0.762650,-47.551985,15.1584,5.800,4.897,G5IV,"rgb(255, 186, 230)",Phe
205,N/A,0.769669,44.861497,131.0616,6.030,0.443,B9.5IIIMNp.,"rgb(197, 162, 0)",And
210,N/A,0.769929,-22.522097,93.2836,5.490,0.641,G8/K0III,"rgb(255, 177, 199)",Cet
204,N/A,0.770847,55.305381,161.8123,6.510,0.465,A2III,"rgb(231, 180, 0)",Cas
211,N/A,0.775822,15.475504,238.0952,5.360,-1.524,M4III,"rgb(255, 161, 157)",Psc
200,N/A,0.777313,69.325408,40.7498,6.390,3.339,F3V,"rgb(255, 191, 252)",Cas
207,N/A,0.778462,59.574539,934.5794,6.410,-3.443,G0Ib,"rgb(255, 174, 190)",Cas
213,N/A,0.783738,11.973849,86.8056,5.510,0.817,G8II,"rgb(255, 176, 198)",Psc
214,N/A,0.787118,19.578702,100.6036,6.110,1.097,F0Vn,"rgb(240, 185, 0)",Psc
215,N/A,0.788981,24.267178,58.0046,4.080,0.263,K1II,"rgb(255, 173, 189)",And
216,N/A,0.789898,6.740956,141.2429,5.980,0.230,G8III,"rgb(255, 178, 202)",Psc
218,N/A,0.795339,-18.061339,108.9325,5.700,0.514,K3III,"rgb(255, 168, 174)",Cet
208,N/A,0.796119,74.847573,236.4066,5.420,-1.448,B8III,"rgb(196, 162, 0)",Cas
217,N/A,0.798562,20.925346,57.0451,6.510,2.729,F8V,"rgb(255, 189, 242)",Psc
220,N/A,0.800296,-21.722492,105.1525,5.570,0.461,B9V,"rgb(198, 163, 0)",Cet
212,N/A,0.802487,72.674482,61.2370,5.860,1.925,K0IV,"rgb(255, 176, 196)",Cas
221,N/A,0.804836,7.299928,177.6199,5.920,-0.327,G8III,"rgb(255, 173, 188)",Psc
222,96 G. Psc,0.806382,5.280615,7.4549,5.740,6.378,K2V,"rgb(255, 179, 206)",Psc
236,N/A,0.809777,-74.923438,64.9351,5.090,1.028,K5III,"rgb(255, 167, 170)",Hyi
224,N/A,0.811373,7.585079,95.4198,4.440,-0.458,K5III,"rgb(255, 163, 160)",Psc
223,N/A,0.813892,50.968168,126.2626,4.900,-0.606,B9III,"rgb(192, 159, 0)",Cas
229,N/A,0.815758,-46.697648,129.5337,6.280,0.718,G8III,"rgb(255, 179, 206)",Phe
225,N/A,0.816308,16.940644,23.4522,5.070,3.219,F8V...,"rgb(255, 189, 244)",Psc
219,N/A,0.818260,57.815187,5.9531,3.460,4.586,G0V SB,"rgb(255, 187, 235)",Cas
228,N/A,0.820540,-24.136672,57.9039,5.900,2.086,K0III,"rgb(255, 178, 201)",Cet
227,N/A,0.823782,-13.561274,85.1064,5.590,0.940,K3III,"rgb(255, 168, 172)",Cet
232,N/A,0.825953,-23.362144,234.1920,6.270,-0.578,A3IV,"rgb(225, 177, 0)",Cet
226,N/A,0.830234,41.078911,189.3939,4.530,-1.857,B5V SB,"rgb(185, 154, 0)",And
230,N/A,0.831433,27.710286,88.5740,5.550,0.813,F5III+...,"rgb(254, 192, 0)",Psc
239,N/A,0.834379,-43.394921,108.5776,6.490,1.311,A9/F0III,"rgb(242, 186, 0)",Phe
235,N/A,0.835443,-10.644326,15.7530,5.170,4.183,F7IV-V,"rgb(255, 189, 242)",Cet
234,N/A,0.838403,45.002258,100.3009,6.130,1.123,A0p...,"rgb(216, 172, 0)",And
